Date,Revenue,COGS,day_of_week,day_of_month,week_of_year,month,quarter,year,day_of_year,is_weekend,is_month_start,is_month_end,days_since_start,is_post_2019,doy_sin,doy_cos,dow_sin,dow_cos,fourier_sin_year_order_1,fourier_cos_year_order_1,fourier_sin_year_order_2,fourier_cos_year_order_2,fourier_sin_year_order_3,fourier_cos_year_order_3,Revenue_lag_1,Revenue_lag_2,Revenue_lag_7,Revenue_lag_14,Revenue_lag_30,Revenue_lag_60,Revenue_diff_1,Revenue_diff_7,Revenue_pct_change_1,Revenue_pct_change_7,Revenue_ema_7,Revenue_rolling_std_7,Revenue_rolling_max_7,Revenue_rolling_min_7,Revenue_ema_14,Revenue_rolling_std_14,Revenue_rolling_max_14,Revenue_rolling_min_14,Revenue_ema_30,Revenue_rolling_std_30,Revenue_rolling_max_30,Revenue_rolling_min_30,Revenue_ema_ratio_7_30,Revenue_momentum_7,Revenue_momentum_30,COGS_lag_1,COGS_lag_2,COGS_lag_7,COGS_lag_14,COGS_lag_30,COGS_lag_60,COGS_diff_1,COGS_diff_7,COGS_pct_change_1,COGS_pct_change_7,COGS_ema_7,COGS_rolling_std_7,COGS_rolling_max_7,COGS_rolling_min_7,COGS_ema_14,COGS_rolling_std_14,COGS_rolling_max_14,COGS_rolling_min_14,COGS_ema_30,COGS_rolling_std_30,COGS_rolling_max_30,COGS_rolling_min_30,COGS_ema_ratio_7_30,COGS_momentum_7,COGS_momentum_30,gross_margin_lag_1,gross_margin_ratio_lag_1,cogs_revenue_ratio_lag_1,is_high_cogs_ratio_lag_1,is_payday_period,hist_avg_revenue_m_dow
2012-07-14,3820831.41,3075464.87,5,14,28,7,3,2012,196,1,0,0,10,0,-0.2280577712215198,-0.9736476020539838,-0.9749279121818236,-0.2225209339563146,-0.2280577712215198,-0.9736476020539838,0.4440958041592176,0.8959793059709459,-0.636727858382198,-0.7710886034432227,5309511.71,5734632.02,2667930.94,,,,-425120.3099999996,2255482.29,-0.0741320992379908,0.7385267067924972,4834776.786466331,1447389.8166826884,5734632.02,2360851.9,4635297.189387113,,,,4719074.948553169,,,,1.0245179064041758,2641580.77,,4143402.78,4458811.27,2108246.62,,,,-315408.48999999976,1625769.94,-0.07073824633981418,0.6457533895212457,3767044.655007477,1121276.7370601024,4458811.27,1808622.79,3613184.307843912,,,,3676130.8307995712,,,,1.0247308456586905,2035156.1599999997,,1166108.9300000002,0.21962639762175118,0.7803736023763654,0,0,3899708.3249999997
2012-07-15,3948841.28,3154482.05,6,15,28,7,3,2012,197,1,0,0,11,0,-0.24477230089725957,-0.9695805901076308,-0.7818314824680299,0.6234898018587334,-0.24477230089725957,-0.9695805901076308,0.47465294389193496,0.8801730414269229,-0.6756562619728733,-0.7372168036994572,3820831.41,5309511.71,2360851.9,,,,-1488680.2999999998,1152900.4700000002,-0.2803798882665992,0.43213280100870977,4581290.442349749,1280233.2104772015,5734632.02,2360851.9,4526701.7521354975,,,,4661123.75251748,,,,0.9828725186422176,1459979.5100000002,,3075464.87,4143402.78,1808622.79,,,,-1067937.9099999997,967218.25,-0.2577441698776868,0.45877851330315433,3594149.7087556077,989706.0563405848,4458811.27,1808622.79,3541488.382798057,,,,3637378.188167341,,,,0.9881154839597818,1266842.08,,745366.54,0.19507967246271388,0.8049203275346689,0,0,4285735.179791667
2012-07-16,3503801.49,2708219.59,0,16,29,7,3,2012,198,0,0,0,12,0,-0.2614143985111562,-0.965226663665613,0.0,1.0,-0.2614143985111562,-0.965226663665613,0.5046482954181526,0.8633250245021008,-0.7127855825108473,-0.7013820024527804,3948841.28,3820831.41,3548386.46,,,,128009.86999999965,1587989.38,0.033503145327210326,0.6726340521402465,4423178.151762311,927343.9921488013,5734632.02,3548386.46,4449653.689184098,,,,4615170.044613127,,,,0.9583998225407764,400454.81999999983,,3154482.05,3075464.87,2787841.68,,,,79017.1799999997,1345859.2599999998,0.02569275974204177,0.744134856334526,3484232.7940667057,685156.9971741063,4458811.27,2787841.68,3489887.5384249827,,,,3606223.5986081576,,,,0.9661721462312551,366640.36999999965,,794359.23,0.20116261294705376,0.7988373870504138,0,0,4355875.178125001
2012-07-17,4476729.49,3463061.65,1,17,29,7,3,2012,199,0,0,0,13,0,-0.2779791393987801,-0.9605871111248129,0.7818314824680298,0.6234898018587336,-0.2779791393987801,-0.9605871111248129,0.5340463569360717,0.8454551961182272,-0.7480169550331223,-0.6636796177245282,3503801.49,3948841.28,5234938.62,,,,-445039.7899999996,-44584.96999999974,-0.11270136185367263,-0.012564857436638932,4193333.986321734,936995.3367555395,5734632.02,3503801.49,4323540.0626262175,,,,4543468.847541313,,,,0.9229366651389538,-1731137.13,,2708219.59,3154482.05,4044438.84,,,,-446262.45999999996,-79622.09000000032,-0.14146932933094358,-0.028560477652375238,3290229.4930500295,703523.0579267449,4458811.27,2708219.59,3385665.1453016517,,,,3548287.856117309,,,,0.927272427283019,-1336219.25,,795581.9000000004,0.2270624926293212,0.7729375073678247,0,0,4878211.600416667
2012-07-18,5184141.46,4072012.16,2,18,29,7,3,2012,200,0,0,0,14,0,-0.2944616217868012,-0.9556633054034704,0.9749279121818236,-0.22252093395631434,-0.2944616217868012,-0.9556633054034704,0.5628123335824821,0.8265847065893737,-0.7812565682797488,-0.6242100403868479,4476729.49,3503801.49,5582884.78,5123547.94,,,972928.0,-758209.1299999999,0.27767783157144565,-0.14483629800419706,4264182.8622413,912901.0552103135,5734632.02,3503801.49,4343965.319609389,1162015.4169264128,5734632.02,2360851.9,4539163.082538648,,,,0.939420502126363,-1106155.29,,3463061.65,2708219.59,4338313.07,3982991.19,,,754842.06,-581377.19,0.2787226201254973,-0.14374730661027868,3333437.532287522,690739.5402171498,4458811.27,2708219.59,3395984.6792614316,889665.0876832923,4458811.27,1808622.79,3542789.391206515,,,,0.940907619445844,-875251.4200000004,,1013667.8400000003,0.22643044263944034,0.773569557358326,0,0,5229279.7740816325
2012-07-19,6421487.11,5007270.91,3,19,29,7,3,2012,201,0,0,0,15,0,-0.3108569682435036,-0.9504567035349151,0.43388373911755823,-0.900968867902419,-0.3108569682435036,-0.9504567035349151,0.5909121786151564,0.8067358905889147,-0.81241591448689,-0.5830783668499718,5184141.46,4476729.49,5734632.02,2751773.45,,,707411.9699999997,-398743.3200000003,0.1580198159348689,-0.07142245196040031,4494172.511680975,853714.0912005331,5734632.02,3503801.49,4455988.804994804,1166306.5607132942,5734632.02,2360851.9,4580774.5907619605,,,,0.9810944465013741,-550490.5599999996,,4072012.16,3463061.65,4458811.27,2150580.23,,,608950.5100000002,-266300.91000000015,0.175841660225714,-0.06138351605869696,3518081.1892156415,650777.825742027,4458811.27,2708219.59,3486121.6766932406,896019.0480685108,4458811.27,1808622.79,3576932.7956448044,,,,0.9835469074200514,-386799.1099999994,,1112129.2999999998,0.21452526104444972,0.7854747389536214,0,0,5378516.0564583335
2012-07-20,5171470.46,4213989.64,4,20,29,7,3,2012,202,0,0,0,16,0,-0.3271603271220951,-0.9449688462364056,-0.433883739117558,-0.9009688679024191,-0.3271603271220951,-0.9449688462364056,0.6183126337097825,0.7859322407147274,-0.8414120250581577,-0.5403941192199728,6421487.11,5184141.46,5309511.71,3054029.42,,,1237345.6500000004,686855.0900000008,0.23867899044560414,0.11977317596046921,4976001.161260731,1031137.4437340152,6421487.11,3503801.49,4718055.245662164,1252962.8060116812,6421487.11,2360851.9,4699530.237164415,,,,1.0588294808488228,1111975.4000000004,,5007270.91,4072012.16,4143402.78,2517632.84,,,935258.75,548459.6400000006,0.2296797537068258,0.12300579835934622,3890378.619411731,791672.2135951965,5007270.91,2708219.59,3688941.574467475,961024.6100409201,5007270.91,1808622.79,3669212.6739903013,,,,1.0602761314378397,863868.1300000004,,1414216.2000000002,0.2202318833273805,0.7797681166710623,0,0,4580977.049387755
2012-07-21,3442157.02,2746075.45,5,21,29,7,3,2012,203,1,0,0,17,0,-0.34336687399638804,-0.939201357453208,-0.9749279121818236,-0.2225209339563146,-0.34336687399638804,-0.939201357453208,0.6449812683237445,0.7641983796838971,-0.8681676914867166,-0.4962709536721097,5171470.46,6421487.11,3820831.41,2667930.94,,,-1250016.6500000004,-138041.25,-0.19466155247020345,-0.025998859695518073,5024868.485945548,1018026.6303597243,6421487.11,3503801.49,4778510.607573876,1212097.76493878,6421487.11,2360851.9,4729977.993476389,,,,1.0623450030560926,1350639.0499999998,,4213989.64,5007270.91,3075464.87,2108246.62,,,-793281.2700000005,70586.85999999987,-0.1584258739457739,0.01703596385577555,3971281.374558798,799260.5867621663,5007270.91,2708219.59,3758947.983205145,947205.1285362489,5007270.91,1808622.79,3704359.5750231855,,,,1.0720561257942194,1138524.7699999996,,957480.8200000003,0.18514672517304662,0.8148532748250198,0,0,3899708.3249999997
2012-07-22,3117550.57,2531656.38,6,22,29,7,3,2012,204,1,0,0,18,0,-0.3594718130884232,-0.9331559438780432,-0.7818314824680299,0.6234898018587334,-0.3594718130884232,-0.9331559438780432,0.6708865180801582,0.7415600311898435,-0.8926116709398649,-0.45082635781633507,3442157.02,5171470.46,3948841.28,2360851.9,,,-1729313.44,-378674.39000000013,-0.3343949179205018,-0.09910785097948094,4629190.619459161,1077550.6835372702,6421487.11,3442157.02,4600330.129230693,1137568.3727716445,6421487.11,2360851.9,4646892.7693811385,,,,0.9961905404728552,-506684.2599999998,,2746075.45,4213989.64,3154482.05,1808622.79,,,-1467914.1899999995,-329389.4199999999,-0.3483430941704925,-0.10710231913655377,3664979.893419098,848331.0499654273,5007270.91,2708219.59,3623898.3121111263,887127.0972401433,5007270.91,1808622.79,3642534.7927636253,,,,1.0061619454370077,-408406.5999999996,,696081.5699999998,0.20222249187167457,0.7977775081254203,0,0,4285735.179791667
2012-07-23,4730517.69,3685006.66,0,23,30,7,3,2012,205,0,0,0,19,0,-0.3754703786876202,-0.9268343944460494,0.0,1.0,-0.3754703786876202,-0.9268343944460494,0.6959977221267386,0.7180439894563503,-0.9146788759587107,-0.4041813378607547,3117550.57,3442157.02,3503801.49,3548386.46,,,-324606.4500000002,-831290.71,-0.09430320816683724,-0.2105150982416797,4251280.607094371,1199265.0184704945,6421487.11,3117550.57,4402626.187999934,1039121.3007065237,6421487.11,3117550.57,4548225.530711388,,,,0.9347119175112851,-386250.9200000004,,2531656.38,2746075.45,2708219.59,2787841.68,,,-214419.0700000003,-622825.6699999999,-0.07808200244461616,-0.1974415007370227,3381649.0150643233,934061.9991171315,5007270.91,2531656.38,3478266.0544963093,792510.9060120601,5007270.91,2531656.38,3570865.2177466173,,,,0.9470111048293308,-176563.20999999996,,585894.19,0.18793414151357957,0.8120658584832128,0,0,4355875.178125001
2012-07-24,4096496.12,3248450.65,1,24,30,7,3,2012,206,0,0,0,20,0,-0.3913578365610259,-0.9202385798054075,0.7818314824680298,0.6234898018587336,-0.3913578365610259,-0.9202385798054075,0.7202851594252706,0.6936780875245466,-0.9343105477678197,-0.3564600964060307,4730517.69,3117550.57,4476729.49,5234938.62,,,1612967.1200000006,1226716.2000000002,0.5173828246834182,0.35011007430104146,4371089.877820779,1120951.363625175,6421487.11,3117550.57,4446345.054933276,993514.9216791035,6421487.11,3117550.57,4559986.315181621,,,,0.9585752183638068,253788.2000000002,,3685006.66,2531656.38,3463061.65,4044438.84,,,1153350.2800000003,976787.0700000003,0.45557141526449985,0.36067498869247916,3457488.4262982425,860060.3366964362,5007270.91,2531656.38,3505831.468563468,755027.5167648634,5007270.91,2531656.38,3578229.181762965,,,,0.966256841208003,221945.01000000024,,1045511.0300000003,0.22101408313257784,0.7789859168653083,0,0,4878211.600416667
2012-07-25,5246688.08,4140019.37,2,25,30,7,3,2012,207,0,0,0,21,0,-0.4071294853542516,-0.9133704517637858,0.9749279121818236,-0.22252093395631434,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,0.6684911643103645,-0.9514544127333381,-0.307789701728727,4096496.12,4730517.69,5184141.46,5582884.78,,,-634021.5700000003,-380233.3700000001,-0.13402794610413982,-0.08493552510808511,4302441.438365584,1139754.0475025706,6421487.11,3117550.57,4399698.530275506,992193.3332210114,6421487.11,3117550.57,4530083.721944097,,,,0.949748768993983,-1087645.3399999999,,3248450.65,3685006.66,4072012.16,4338313.07,,,-436556.01000000024,-214611.0,-0.11846817394897202,-0.06197146389236241,3405228.982223682,872573.4014403119,5007270.91,2531656.38,3471514.0260883393,756150.3553710174,5007270.91,2531656.38,3556953.1474556774,,,,0.9573443453001065,-823561.5100000002,,848045.4700000002,0.20701727651042667,0.7929827234871322,0,1,5229279.7740816325
2012-07-26,5851965.06,4579171.74,3,26,30,7,3,2012,208,0,0,0,22,0,-0.4227806579826773,-0.9062320427107697,0.43388373911755823,-0.900968867902419,-0.4227806579826773,-0.9062320427107697,0.7662747586044899,0.6425130304714689,-0.9660648215530205,-0.25829974943412287,5246688.08,4096496.12,6421487.11,5734632.02,,,1150191.96,62546.62000000011,0.2807745757122797,0.012064990988884139,4538503.098774188,1145375.3123940935,6421487.11,3117550.57,4512630.470238772,970672.3666098677,6421487.11,3117550.57,4576316.261173511,,,,0.9917372051555844,-1174799.0300000003,,4140019.37,3248450.65,5007270.91,4458811.27,,,891568.7200000002,68007.20999999996,0.2744596781853528,0.016701131364008415,3588926.579167762,878498.2345539668,5007270.91,2531656.38,3560648.0719432277,743653.6674553418,5007270.91,2531656.38,3594570.3231036984,,,,0.9984299252932551,-867251.54,,1106668.71,0.21092710165417167,0.7890728983439225,0,1,5378516.0564583335
2012-07-27,5156699.45,3989402.2,4,27,30,7,3,2012,209,0,0,0,23,0,-0.4383067230125192,-0.898825465016444,-0.433883739117558,-0.9009688679024191,-0.4383067230125192,-0.898825465016444,0.7879224882631226,0.6157744331240536,-0.9781028708075101,-0.20812201737948605,5851965.06,5246688.08,5171470.46,5309511.71,,,605276.9799999995,-569522.0500000007,0.11536362954513568,-0.08869005578366729,4866868.589080641,1006550.4489806435,5851965.06,3117550.57,4691208.415540269,981794.9524237954,6421487.11,3117550.57,4658616.183678446,,,,1.044702632108085,680494.5999999996,,4579171.74,4140019.37,4213989.64,4143402.78,,,439152.3700000001,-428099.1699999999,0.10607495539326428,-0.0854955079712274,3836487.8693758217,777635.0577583322,4579171.74,2531656.38,3696451.227684131,754738.5160213878,5007270.91,2531656.38,3658092.995161525,,,,1.0487671785380437,365182.10000000056,,1272793.3199999994,0.21749844829009018,0.782501551708201,0,1,4580977.049387755
2012-07-28,4326956.84,3403662.59,5,28,30,7,3,2012,210,1,0,0,24,0,-0.45370308603134424,-0.8911529104063088,-0.9749279121818236,-0.2225209339563146,-0.45370308603134424,-0.8911529104063088,0.8086376511543126,0.5883070194512693,-0.9875365065492301,-0.15739011478661072,5156699.45,5851965.06,3442157.02,3820831.41,,,-695265.6099999994,-14771.009999999776,-0.11880891339429822,-0.002856249516312581,4939326.304310481,1004977.2127794027,5851965.06,3117550.57,4753273.886801566,974052.5207777997,6421487.11,3117550.57,4690750.5879572565,,,,1.0529927378745894,1714542.4300000002,,3989402.2,4579171.74,2746075.45,3075464.87,,,-589769.54,-224587.43999999948,-0.12879393337625722,-0.05329567919867961,3874716.4520318666,751905.7104241542,4579171.74,2531656.38,3735511.357326247,747711.8281781788,5007270.91,2531656.38,3679467.782570459,,,,1.0530643780537405,1243326.75,,1167297.25,0.22636518984982465,0.7736348101482362,0,1,3899708.3249999997
2012-07-29,4804199.65,3819645.91,6,29,30,7,3,2012,211,1,0,0,25,0,-0.46896519100763184,-0.8832166493127127,-0.7818314824680299,0.6234898018587334,-0.46896519100763184,-0.8832166493127127,0.8283957292921138,0.5601432992463508,-0.9943406096530518,-0.10623912647794741,4326956.84,5156699.45,3117550.57,3948841.28,,,-829742.6100000003,884799.8199999998,-0.16090575338843927,0.25704807039860134,4786233.9382328605,896570.5384278942,5851965.06,3117550.57,4696431.613894691,952726.6335312059,6421487.11,3117550.57,4667280.023572918,,,,1.0254867747486525,1209406.27,,3403662.59,3989402.2,2531656.38,3154482.05,,,-585739.6100000003,657587.1399999997,-0.14682390509535492,0.2394643380974837,3756952.9865239,669876.5886279398,4579171.74,2531656.38,3691264.8550160807,734512.8890523189,5007270.91,2531656.38,3661673.8991788165,,,,1.0260206369977924,872006.21,,923294.25,0.21338189497583857,0.7866181050218505,0,1,4285735.179791667
2012-07-30,6586130.95,5195109.56,0,30,31,7,3,2012,212,0,0,0,26,0,-0.48408852163897587,-0.8750190302029955,0.0,1.0,-0.48408852163897587,-0.8750190302029955,0.847173337473877,0.5313166064347815,-0.9984970627014779,-0.054805253183622435,4804199.65,4326956.84,4730517.69,3503801.49,,,477242.8100000005,1686649.0800000005,0.1102952554525598,0.5410173923818662,4790725.366174646,592052.2625500921,5851965.06,4096496.12,4710800.685375399,933632.6794587374,6421487.11,3117550.57,4676113.547858536,,,,1.0245100588625253,73681.95999999996,,3819645.91,3403662.59,3685006.66,2708219.59,,,415983.3200000003,1287989.5300000003,0.1222163798556779,0.5087536919208602,3772626.217392925,451559.3486343319,4579171.74,3248450.65,3708382.3290139367,722188.2351189698,5007270.91,2531656.38,3671865.6418124414,,,,1.0274412479647468,134639.25,,984553.7400000002,0.2049360583917346,0.795063941606184,0,1,4355875.178125001
2012-07-31,9151622.14,7142891.18,1,31,31,7,3,2012,213,0,0,1,27,0,-0.4990686026885319,-0.8665624788845385,0.7818314824680298,0.6234898018587336,-0.4990686026885319,-0.8665624788845385,0.8649482509584342,0.5018610596210326,-0.9999947982262414,-0.003225448877108172,6586130.95,4804199.65,4096496.12,4476729.49,,,1781931.2999999998,1855613.2599999998,0.3709111672742409,0.392264310505094,5239576.762130984,863270.5790320875,6586130.95,4096496.12,4960844.7206586795,996076.7048723588,6586130.95,3117550.57,4799340.477028953,,,,1.0917284962794813,2489634.83,,5195109.56,3819645.91,3248450.65,3463061.65,,,1375463.6499999994,1510102.8999999994,0.36010239755443707,0.4097965185224386,4128247.0530446935,672839.5070689761,5195109.56,3248450.65,3906612.626478745,767540.00277007,5195109.56,2531656.38,3770139.4429858327,,,,1.094985242711421,1946658.9099999997,,1391021.3900000006,0.21120463600832118,0.7887953639901605,0,0,4878211.600416667
2012-08-01,9148357.3,7308514.33,2,1,31,8,3,2012,214,0,1,0,28,0,-0.5139010013093103,-0.8578494977869301,0.9749279121818236,-0.22252093395631434,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,0.4718115217065765,-0.9988298281778684,0.04836294389478229,9151622.14,6586130.95,5246688.08,5184141.46,,,2565491.1900000004,5055126.0200000005,0.3895293320883637,1.2340121586640245,6217588.106598238,1617419.3937052812,9151622.14,4326956.84,5519615.043237522,1499371.000035909,9151622.14,3117550.57,5080132.842381924,,,,1.2239026615041737,3904934.0600000005,,7142891.18,5195109.56,4140019.37,4072012.16,,,1947781.62,3894440.53,0.37492599482348554,1.1988609185120298,4881908.084783521,1254642.994605002,7142891.18,3403662.59,4338116.433614912,1153004.4656220248,7142891.18,2531656.38,3987736.3292448116,,,,1.224230410864653,3002871.8099999996,,2008730.960000001,0.21949452558995247,0.7805054744089548,0,1,4947728.397755102
